NodeName,Score
AMY1A,71
RPL36A-HNRNPH2,74
PHLPP2,1271.4
IL18BP,165.5
SLC19A2,5297
PSMC4,1769
COL15A1,997.7142857
MKRN3,349.7272727
CYP1A1,2428.5
IMPG2,1077
DDB2,2165.6
F2R,630
TCTA,122
ABCA9,503.8235294
CYTH4,1747.625
AP1G1,664
MAK16,2726
HAUS3,316.5
HEPHL1,1471.6
PIGY,1595
NRAS,2163
TULP3,371.6
MAGIX,1143.333333
ARL6IP6,736
TMX4,2486.5
PRPF19,94.75
KIAA1143,263
ABHD11,173.6666667
RNF40,1256
PPBP,2701.5
CDK5R2,178
EPHB1,768.6363636
SNX7,338.6666667
GABRG1,1204.4
C4orf3,278.5
MAP2K6,392.4
SH3BP5,86
ATM,799.25
DGKG,770.5
HK2,1196.285714
FGFR1,1119.333333
FAM219A,515
ZNF331,1836
PRKAR2A,1587.5
CXCR2,97.33333333
USP29,845.8888889
SSRP1,126.1666667
HOXD1,129
CCL24,114.6666667
SLC24A4,1734.857143
PDZRN4,577.1538462
BST1,2038.333333
ZNF750,230.5
GPT,737
PLBD2,466.5
MAP3K5,1468.454545
LRP3,1526
COL4A3,1276.785714
RTBDN,623
ANKRD17,1178.157895
CHST11,1130.4
DYNC1LI1,4097
IL37,1890.666667
SESTD1,122
LRRTM3,1198.166667
CPSF3,2162
HNRNPH1,802.2857143
SATB2,1038.142857
SFRP2,2462.5
CTNNBL1,1376.6
SCFD1,1114.6
KDELR2,1622.333333
FUOM,44
SLC28A1,1450.875
NRG3,1625
TMEM92,105
PSAT1,2911.5
LIN7C,2115
KLHL12,982
ARHGAP8,74
CNGA4,1325.777778
SERTAD3,204
KCTD14,5297
SLC22A10,579.6666667
UBOX5,173.5
MRPL22,83.5
C11orf68,347
COQ9,1086
DDX3X,1690.6
PHKA1,1817.818182
ADAM33,263.3333333
MRPL46,479
ARHGAP10,581.4
SNX27,971.1428571
FAHD2A,276.1666667
VPS13D,924.4444444
FER,539.1666667
NNT,1826
JARID2,2856
GJC3,1726
SAMD4A,282.1666667
EXTL3,958.75
MARK1,1364.846154
RASL11A,1311
KRTAP9-3,3435
IL1RN,136.3333333
NOXA1,94
WWP1,1201.9
HMCN1,492.3442623
PIF1,139.3333333
ATP10B,547.7727273
SAMM50,1304.5
CLCA4,698.4
ACOT9,1039.4
TSPAN10,405
ZNF500,88
S100P,37
EXOC6B,1106.5
MLYCD,747
DTX4,263.5
GPX8,1020
TTC31,1193.333333
MTFR1,923.75
P2RY2,149
EPS8,1127.111111
SEMA6B,1334.333333
ABCA12,946.7
IWS1,561.7
PGD,1113.4
AUTS2,1184
LBR,404.5555556
TRAF1,1166.75
CCDC170,266.625
NPNT,2738.2
CASK,873.5
KRT6B,94.2
INF2,327.8333333
PRM3,230
COQ2,215.5
AP3M1,1357
VRTN,2084
CLCC1,1336.5
RS1,272
ILDR1,1917.333333
GALE,150.3333333
TTC30B,1583
RAD21L1,1734.333333
PLA2G12B,919.5
CYP26A1,93
DIS3L2,958.3333333
MYL9,39
STAR,958.75
TXNDC8,67
ARHGEF35,134
HEBP2,2697.5
MSR1,1638.666667
ATP13A1,653.6
ACKR4,1659.25
COL14A1,910.125
CLCN1,2437.4
PPM1G,1595
RGS20,1024.5
EIF3CL,83.5
PACSIN3,146.2
ZDHHC16,737.6666667
MYO6,935.6
INTS3,1083.181818
ICAM4,2407
KIT,965.3076923
TBPL1,1720
TSPYL5,2223.333333
PUM2,1178.454545
VPS54,1388.8
LGI2,1627.75
RAD23B,2564.333333
SUPT5H,1039.615385
ZSCAN29,148
RPL18,130.5
GORASP2,1808.5
USP43,833.1666667
BET1,32
SCUBE2,1507.1
CAND1,2129.714286
RANBP2,1156.105263
IQGAP1,1387.714286
DHRS3,5297
SLC22A17,727.6666667
WDR53,696.3333333
ACTR2,1834.666667
GBF1,925.8181818
BMP8B,246.5
CYP51A1,1875
ADI1,1086
ATAD3A,72.33333333
KPNA4,1383.25
IFT81,1379.8
LCN2,151
EIF4B,582.3333333
CES5A,729
BOK,4759
COQ6,821
SLC2A1,1410.666667
PPP1R12B,742.5
SRSF4,987
ZDHHC17,1597.272727
PCNT,942.8333333
CTTNBP2NL,1385.4
THADA,1209.75
GUCA1B,1074
APOC3,590
GSTM4,2086.75
HIPK4,409
HGS,1057.375
ITGB1BP1,1104
PYGO2,519.5
RPIA,105
SYPL1,362
ANKRD44,1678.2
NKX2-1,199
BAZ1A,343.5555556
ADAMTS10,1308.75
ADRB2,2387
RAD9A,1205
DNM1L,1848
ADCY5,849.0769231
KCNK1,1697.666667
RXRB,692.75
NAV3,901.4210526
DNMT1,545.6666667
SPARC,2474.5
TATDN3,316.1666667
PAX1,108.6666667
IL15RA,2371.5
DSEL,831.2727273
VDR,45
BAZ1B,1108.692308
PRKCE,919.8181818
NDUFA9,876.25
TEKT4,4759
TOM1L2,814.5
PRICKLE2,736.75
LAMP5,1162.6
HORMAD2,2421
SYNGAP1,183.6666667
SLC36A1,2129.4
PRR7,3089.333333
POLM,2656.75
RAB3IL1,90
ADRB3,642
GNB1,36
NCKAP1,586.3636364
LHFPL4,75.33333333
NGFR,1763
TOP2B,1639.428571
GLRX3,5297
RCHY1,1725.25
KCNU1,476.5384615
HSD17B12,1764.5
KIF21A,1462.666667
CHST15,600
SLC16A10,2503.25
POLL,1846
NF1,548.4358974
AGPAT4,914
TRIM14,1456.25
WWTR1,1334
GOLT1A,775.75
DDX42,1245.875
FAM114A1,338.25
GSR,697
SMARCD3,200.2857143
DUSP15,96.66666667
MRPL16,3484
DNER,566.75
TBC1D9B,2220.666667
RPS27A,104
ADAP1,1768
MYH13,1036.8
SLC27A4,194.6
CHRNA6,709
SHPRH,1017.230769
MPZ,3435
MSTO1,1057.4
UBXN6,333
SQLE,2928.333333
SLC4A8,1239.833333
PASK,1401.555556
PHLPP1,1223.8
ENTPD1,963.25
KLK9,1593.75
TNFAIP3,1324.875
ZHX2,1316
ACRBP,1477.625
TDRD5,1124.769231
AKR7A2,134
TMEM132D,653.8333333
GBE1,703.5
USP51,1336
RPS5,757.1428571
UVSSA,1452.4
CHD7,636.9310345
ARRB1,1748
CPLX2,39
PTF1A,53
STAP1,1376.25
MS4A15,237
ARHGEF25,1654.714286
CALM3,911
TFDP2,680.8
IRAK1,171.75
REC8,913.2222222
SNX12,99
LZTFL1,674
CYP2C19,753.75
ISL1,1149.666667
WDSUB1,163.75
CCDC47,1709.75
PPP1R7,99
NFYB,1539.5
IFRD1,2032.666667
ELF3,1018.666667
TDRD9,1082.444444
LPA,260.9375
SLC2A4,1021
IFIT1,1928.5
SLC18A3,166.1666667
DERL1,2418.5
MED7,825
GRAP,61
UBE2E3,2371.5
CYP4Z1,58
CD68,1893.666667
PSAPL1,1116.333333
ACTR10,5297
PLBD1,2780
AASDH,1499.571429
TSR2,93
MAMDC2,923.8
GGPS1,1798.714286
PRKD3,1155
KRT18,428.8
MYO18A,1164.307692
PGF,5297
OFD1,882.3636364
FABP1,1567.25
HDAC11,201.5
GADL1,1264.5
ELMO3,2450
BRPF3,455.3333333
FRRS1L,163
UNG,3435
TBC1D8,1051.277778
TRIM56,581
G0S2,142
GIPC1,356
PHACTR3,1221
SEC14L5,778.8333333
HMGB1,89
UQCRB,396
SMG9,835.2
NSDHL,1121.285714
GRXCR1,975
ZNF497,233
SLC36A2,1124.5
DRD1,492
FZD9,218
MCM8,2266.5
DNTT,850.1111111
CD300A,1027
DRP2,1186.2
GALNT10,2845
DLGAP1,1093.090909
NFE2L1,1346.636364
AHCY,976.5
TEKT1,247
ROBO2,619.7333333
ZCCHC12,170
ZFAND2B,64.5
RAB3D,2826.5
CYP2R1,1293
ANKRD40,2050.25
UNC5D,498.1818182
ANKRA2,78.5
NUP210,1199.6
ABI3,434.5
CCL18,86
MAF,60.5
STMN4,1864.666667
ZFAND2A,1415
PCDHGB7,978.7142857
PPP2R5B,1039.8
PRCC,1887.333333
FBXO16,63
ZP1,391
LPCAT3,309.3333333
CDR2,1888
RPS6KB2,784.4285714
NUDCD1,872
GAS2,1844.333333
RRM2,5028
XYLT2,1169.875
KMT2C,384.1375
UTP6,1112
HCN1,1134.090909
MDC1,367.75
PIPOX,1392
NUDCD3,976.3333333
SF3A1,1876
PRSS27,2154
PKP3,1176.5
SH3GL3,163
REG4,377
ECHDC2,2695.666667
PRKD1,813.1428571
ARID5A,844.5
PLEKHO1,2697
GAA,1614.5
SORBS2,1165
PGA3,4366
AMPD3,1420.333333
POPDC3,1813
RAB3GAP1,1695.4
ADAMTS3,1765.2
RAPGEF6,762.6666667
AUH,1850.5
BCAM,244
TRIM24,577.25
RTN4,522.8181818
CTDSP2,808
KIF3A,1521.333333
GLI2,1496.777778
CALCA,1281.666667
LTN1,1202.75
RAN,395.5
COX6C,46
SNED1,1609.375
WDR38,143.5
NOVA2,890.5
USH1G,3368
PCDHAC2,1108.444444
SLC36A3,1720
TMEM14C,1720
ANAPC4,1365.666667
CACNB1,509.5
FGGY,1342.4
NOS2,1471.5
DUSP4,109
C1QC,124
BCKDK,591.125
ANKRD50,882.3
LY6H,873
SH3GLB2,1463.8
ZSWIM4,972.8888889
IFT52,1338.875
TRIB1,2545
SLC23A3,2238.5
TUBA1B,174.75
NET1,920.3333333
CCDC113,4759
UGT2A2,976
ST6GALNAC4,43
AARS2,464.625
TUBE1,320.6666667
ECE1,960
PPIP5K2,1395.8
ANKFY1,1360.125
MATK,1242.5
AASS,2753.666667
EHBP1L1,879.5
RASD2,266
CIB3,39
METTL2A,265.8333333
NOL8,1205.2
SLC29A2,1609.25
PIK3AP1,410.875
BPTF,585.35
TLK2,399
KLF10,1377.375
SCAF8,1632.333333
STXBP6,51
CLDN7,1602
CELSR3,812.25
SERINC5,1766.428571
ARHGAP9,2294.166667
FLII,1895.714286
ATP4A,1622.5
PSMB11,170.7142857
ALS2,1544.2
MST1R,627
FEZF2,1877.666667
LAMA3,1033.75
RASGEF1B,2431
SURF6,1535
PRIM1,1423.666667
ITGB6,1114.555556
TCHHL1,1072.222222
ADCY2,820.0909091
RIN1,101.6
TFAP2C,337.75
MMS22L,522.4
EFR3B,781.375
SNX10,76.33333333
AP2S1,1453
SLC22A7,1007.833333
AVEN,2444.666667
RGS6,1083.5
RHOH,1296.166667
EVA1A,5297
COMMD2,1371
ACE,903.3846154
NMT2,1139.166667
S100A10,1308
PROCR,1113.4
PLIN4,628.625
VAPA,315.25
LRRD1,1071.833333
GFAP,1284.857143
PHYHIP,1455.5
NHS,1001
SNAI2,1023.8
TM7SF2,1002.333333
RGR,593.6666667
TARDBP,263
TYMS,2697
HS3ST3A1,546
SNPH,887.8333333
CD74,2813
NDUFAF4,150.5
DDX25,1211.666667
TSPAN4,86
CYP2U1,862.5
PWP1,233
SURF1,2619.5
ELAC1,3180.5
TM4SF4,2669
LCE1E,289
OTC,2414.5
RPL26,174
NID1,842.5789474
ZBTB32,2441.5
STOM,155
RBM6,400.1111111
GNAT2,395.6666667
TBL2,675.6666667
ACSM5,251.25
ATP6V0B,658.4285714
WDR12,382.5
E2F1,815
ZNF34,1881.285714
RHOQ,197
P2RY6,47
RBM42,1372.4
ADCYAP1R1,60.5
TNKS,1749.75
CEACAM5,103.5
FAM83D,2813
SPINK6,35
DYNLRB1,190
WIPF1,728.8
LRRFIP2,908.75
AK9,1078.105263
ARAP2,1132
CHST13,217
GABRA6,1507.857143
YTHDC2,1041.5
MAT1A,150.5
NVL,725.875
IRX5,142
ZNF416,4759
ADAM9,1717.2
HMGA1,5297
IL12RB2,1335.6
SLC7A14,306.1666667
MGAT5B,1340.583333
HAGH,1272
STX1A,3450.4
SMAD3,224
NFRKB,1431
FES,1378.857143
SLC38A8,34
ZBED1,927.6666667
PREX2,723.7142857
TMEM87B,1092.714286
CPE,1101.666667
NR2F2,475
DSTYK,692.1818182
DBN1,1369.6
NEDD8,471
FREM2,741.5652174
EIF5AL1,50
PF4V1,1353
RECQL4,468.3333333
RNF144A,49.33333333
PRKAR1A,858.5714286
CLEC2B,253
EMC4,1749.5
FAM126A,1460.5
CUL3,1349.7
FCAR,207.4285714
KLHL29,1811.666667
RAPGEF4,1338.428571
BMP5,1697.25
MITF,2747.5
PSEN1,681.6666667
TMEM54,1602
TPX2,2756
MGA,701.5238095
SIPA1L1,1024.789474
CABYR,235.125
SLC9A9,1217.2
MXD3,196
SLC16A3,1720
PLAC8,1634.5
GABPA,1218.333333
DYNLT1,5297
NUS1,841
LIMD1,52
CNPY3,55.66666667
AP2B1,1640.571429
TTC32,1660
ACE2,1234
SFTPA1,345.8
SLC7A2,3124
SCIMP,185
EMC2,1145.5
CAMKV,821.5
HPGDS,2053.4
HEXB,556.5
UST,702.1666667
KPNA1,186
MFAP5,1842.333333
CEP85,1934.333333
CPNE2,1404.25
NPAS4,469.1818182
NSMCE2,3387
ITM2A,776.5714286
GDPD2,1084.375
COG8,1521.75
C10orf62,129
COL6A6,815.3
VDAC1,3239.75
GPRC5A,173
POLG,461.6666667
C2CD2,245.6666667
NUAK2,143
DLK2,1291.333333
ST14,750
NR3C1,1709.5
GPR179,808.7777778
CNTN6,1339.857143
MAOA,35
TNFSF15,1850
MSH3,1441.2
ACOT7,3097.333333
MORC1,958.75
TMEM50B,1528.666667
GMPS,2604
DDX28,78
DDAH1,456
ZNF281,705.1666667
MAPK15,329.25
ERCC3,730.1111111
ELAC2,982.2857143
ABCA4,1198.066667
ZFR,1014.083333
CCDC85B,163
APRT,163
HMCN2,46
EML5,916.6666667
CACNG4,1000.8
SEZ6,1083.75
CSNK1G2,102
SPTBN4,640.0625
GPR26,888
SNF8,2272.6
LY75,1280
PNLIPRP3,280
RBM12,1244
WNT2,794.25
SPATS2,525
PGAM5,1526.666667
PURB,120.5
USP48,2205.166667
SLC45A1,104
CR2,724.2222222
SYNCRIP,1661.375
VCX,270.3333333
IL1B,5297
FMO2,849.6666667
ABHD17C,197.5
SEC62,182.5
THRAP3,406
SLC46A1,1573.25
CDC25B,119.5714286
ICAM1,1174.2
OR4X1,1795.333333
TRAF6,161.8
LRIG2,1222.166667
IFITM5,117.5
RBFOX3,1740
USP32,1261.428571
KLK3,1886
GLA,1539.111111
CSNK1E,500.3333333
CCR6,4097
AGPAT5,1584.5
SYT1,1779.2
CLCN2,2241.5
KCTD11,113
RAB19,564.5
THRSP,166
DMAP1,1880.5
ADAM10,979.5
GFI1B,288
ADCY10,824.4444444
HOXB7,1651.333333
HBP1,1641
GPRC5B,1682.666667
ADSL,459.5714286
BRD9,1048.5
GATAD1,405
UNC119,101
IL18RAP,115.4
SP3,786.8333333
CETN2,2704.5
FAM228B,217
TMEM62,1086
MYO10,741.1785714
AVPR1B,959.7142857
SLC4A1,584
MORC3,1049.833333
GNB4,51
OXA1L,481.3333333
RHOJ,986
TSPAN16,617
CARD11,581.1875
GUF1,1728.4
KRTAP1-3,3435
OPN5,270
PRG2,145.5
PDE8A,2254.2
PNCK,726
FGF1,3435
ATG13,1308
TAF7,74
EPHB4,555.1666667
IL10RB,1196.875
PSME1,773.25
LIN7A,564
CAMK2N2,2054.5
TPRG1L,1104
NAP1L4,2544.75
LAMA1,629.5806452
GRM1,1500.454545
GABRB3,167.8571429
SEL1L,1413.75
CYP2A7,197.5
CHST8,56.5
PRSS22,1452.5
TNFSF8,858.5
EPHX2,1114.5
CDK1,1894.666667
PRKCZ,142.5
PRDM5,740.8
AFF4,665
NOP56,1687.4
PDGFD,2477
CAND2,1264.125
CLEC7A,1275
PTHLH,917.5
YWHAG,90
APPL1,1725
UBE2A,40.66666667
WDR13,186.1818182
CETN3,1086
CSTF2T,1831.166667
SPDEF,1524.333333
THBS4,1100
MAN2B2,1017.625
KRT80,76
KIF1A,1346.181818
NR2C2AP,202.6
VGF,132.6666667
RPAP1,476.25
KRTAP10-9,1416.6
TRIM29,1998.666667
ITLN1,2144.4
ALX1,1022
KCTD6,96.66666667
PCYT2,1466.666667
CHAF1A,1048.285714
OAT,115.5
CCL11,554.6666667
CDKN1B,307
TRMT112,566.5
LMO2,86
MMP16,567.1538462
ANAPC1,1493.583333
HCFC1,287.6153846
HIP1,932.5
MTG2,223.75
KXD1,161.4
LTBR,2398
ADARB1,1109.833333
CSPG5,1687.666667
GON4L,847.6206897
KRT4,123.6666667
EGLN1,5297
CACNA1F,1006.857143
PCK2,678.9
DCC,864.8947368
RPN2,373
IL5RA,1016.444444
PGAM1,584.5
SNAI3,1185.333333
NFU1,1846
METTL9,84.5
CSTB,671.5
B3GALNT1,345.4
USH2A,526.9830508
MYO9A,886
KIF21B,678.6111111
BMPR1A,135.5
PRM1,56
TMTC4,584.5555556
TTC9C,67.75
AGRN,722.6666667
UGP2,1236.142857
SNX11,116
OPRM1,648.1538462
RIT2,359
DNAH2,726.862069
ARHGEF17,744.9090909
TOR1AIP1,233.6
WNK4,1402.111111
CLIP4,576.5
GDAP1L1,942
CD69,94.66666667
ZNF480,2146.666667
TMEM167A,527.75
WDR5B,816.6666667
AIMP1,93
RAB7A,455
AK8,834.5
GOLIM4,1742.333333
MLLT3,1641.571429
KCNS1,70
RIC8A,577
PARG,192.5
CRMP1,1199.454545
P2RX5,1650.666667
COG1,1515.111111
CCP110,226.25
SLITRK1,596
SMO,932.25
CDC42,108.75
TMEM132C,359.8571429
DDOST,2813
ARHGEF15,1177.555556
TYSND1,37
DNAJC30,196
GNRHR,173.5
ECHS1,372.6666667
LUZP1,847.4285714
CSAD,821.5
LAMP1,2714
ETHE1,948
BIRC5,1743.25
GPSM2,951.75
PCDH20,139.6666667
TNIK,995.7777778
CNTN4,680.5555556
CACHD1,1041.230769
ERC2,1388.875
ADAMTS19,887.7692308
PCDHGA10,785
AP3B2,2258.333333
B4GALT5,155
ZNF329,1893.25
TREM2,1872.333333
COL5A2,978.6428571
TBRG1,1525.333333
CDH18,215.2
MCHR2,888.625
NEK6,1504.25
GSTCD,1882.333333
CDC42BPA,953.1052632
MNT,911.5
ST3GAL5,1846.5
ISL2,2798.5
COBLL1,810
FN1,1055.684211
DYNLRB2,76
TTC5,121.5
VKORC1L1,36
EPC1,1092
ACSF2,739.4
MYO1A,852.7272727
TNS4,1185.714286
GALK1,873
CLEC6A,3377.333333
GNB3,291.5
GTPBP2,218.5
FUCA2,1830
PEX3,1409
MOGAT2,127
IL2RG,1101.5
STX4,1049.666667
TNFRSF9,923
ZNF250,1059.4
GJA8,1393.2
KRTAP5-7,5297
APOBEC3B,2157.2
TMEM161A,2122.8
MED8,2314
SPRED2,83.14285714
BEND3,143.8333333
TXN,145
CSTF2,71.5
SRF,1729
SLCO4A1,843.2
KLRD1,405
PPM1E,1049.777778
SEH1L,2759.666667
DGAT2L6,1307.25
RNF112,238
TBC1D16,1074.5
SRGAP2,639.8571429
LCP2,823.8
VEGFB,46
DTX3L,2632.8
CUL9,1333.9
C5AR1,2726
TTC21B,1383.928571
RHPN1,1369.5
SRA1,269.6666667
AGO1,600.9166667
RABL2A,1104
FABP4,888.25
UNC5A,164.5
CAMK1D,2813
FZD7,2455.5
SUSD3,1595
NBN,295.8571429
RIMS2,669.1578947
PLEKHA2,40.5
MIB2,2114.25
POLR2E,80
CHRNA4,743.6666667
PPM1A,796.6666667
CHGA,1884.333333
BMS1,591.875
GPAM,686
ATXN3L,402
KIAA1755,796.7272727
PARS2,219.25
CNIH2,383.5
TEX10,1991.75
EIF2S1,728
NKD2,1168.2
ITGAL,1568.75
NR0B2,244
KDM7A,1651.333333
HAT1,1344.714286
CNGA1,1533
CYB5R1,949
REEP3,1245.75
PSMD4,272.8333333
FDXACB1,2053
SLC25A20,1319.142857
FKBP1B,106
HABP4,393.75
TM4SF19,99
RGS16,860.75
DAB2,307.75
API5,1996.166667
UBE3B,1441.857143
CLEC4E,2010.666667
RPL37,45
OXTR,51
MYOG,41
DGKB,533.4444444
HDAC5,147.5
CLCN7,1330.8
DAB2IP,800.1111111
SLC9A4,476
AGL,1191.555556
ATP7B,724.5
ZNF215,1434.333333
SYT3,651.3333333
KDM3B,1000.75
ACP1,2813
DYNLL1,1700.666667
NOSIP,82
LSM6,1104
KRTAP4-9,1689.333333
OCRL,1229.727273
CSNK1D,2813
MIA2,1343.8
LRRC41,619.2727273
NPHP4,1086.263158
SERPINA11,642.25
SIAE,192.5
HYOU1,825.5454545
PIP5KL1,38
CEACAM16,541.5
CDK10,331.25
OLA1,1681
FGD3,1079.8
GKN2,625.3333333
LRP5,1302.785714
MREG,26
CCDC177,471
PTPN12,976.25
SHH,1847.5
DTX3,2419.333333
CLSTN1,750.8333333
ZNF207,812
KNDC1,1477.416667
HTR1E,2170.666667
TUBD1,1467.857143
SLC43A1,819.4444444
BBS2,211.6
CWC22,1976.8
RAB30,104.5
BEST2,237.5
MKI67,868.5217391
CASQ1,934.3333333
GALNT16,86.33333333
HELZ,882.8181818
CCDC92,793.2
DNAH8,672.2857143
GLRX,1295.333333
DDX1,279.6666667
DMRT1,173
UCKL1,222
TDRD7,445
DCAF4L2,378.6153846
NEIL3,5297
F2,722.8
CDK2,71
RNF7,3440.666667
GRPEL1,62
STX17,1341.428571
KRTAP13-2,439.25
DPY19L2,1888
NR1H2,1354.8
TLL1,1505.307692
ARPP21,807.8461538
CA9,302
VAV3,603.4545455
RPS15A,1058.5
SAA2,1951.25
METTL25,2319.8
VPS18,1430.875
SORCS3,1354.75
DSCAM,517.64
CMIP,1399
ADORA2A,153.75
ONECUT1,581
DPP7,362.5
FRMD6,1240
CD38,1554.333333
KLK6,1011
NELL2,1885
LRIT3,1505.428571
PRDM16,584.625
NSD1,991.5
HIF1A,1146.333333
BCL2L15,5297
SNRPG,1544.75
IRF6,668.6
VAMP7,1238.571429
MUC3A,321
STARD9,541.2857143
CTSO,201
NDUFB5,1275.2
LACTB,398.75
UPK1B,1766.666667
GUSB,1136.857143
FAM111B,1293.5
RPL19,189.5
BATF3,2685
SLIRP,4759
NAT8,2688
PGM2,1586.5
CYP2F1,582.6666667
GRIN3B,127
KRT23,3239.5
SERPINE2,1107.8
EFNA4,3035
CALR3,412.1666667
SORCS1,935.6875
ITGB3,903.2
IPO5,198
DST,569.5490196
PUS7L,2808.5
MON2,1120.777778
EN1,97.33333333
SLC7A7,773.4
LTBP4,357.9090909
BAIAP2L1,819.3333333
CWC27,1988.166667
LALBA,1453
HSPB1,232
IKZF3,853.75
RDH14,93
MTMR2,1990.666667
ZNF285,1226.2
WFDC5,419.6666667
SNX16,1329.5
FAF2,1388.833333
MTHFD1L,773.6666667
PTPN3,1432.555556
RPS14,212
SPATA6,409.75
NOX5,2153.25
MAP4K1,681.875
SPICE1,1572.636364
ESYT2,357
NLRP11,1221.533333
PHKB,1158.166667
CYP2C8,1836.4
NXPH1,102.6666667
NEFM,1118.6
GABARAP,85.66666667
FABP6,223.3333333
DDI1,1166.8
PDE3B,124
P2RX7,839.75
VAMP5,1762.666667
CRTAC1,743.2857143
MKS1,1176.166667
UBA7,1168
HADHB,2073.5
ZNF622,2266.5
PIGX,2813
IL7R,129.4285714
CALU,1223.666667
RPS6KA3,1667.2
ECH1,91
CTNND2,546.6363636
UBXN1,2097.666667
PARP4,1550
PPM1B,917.6
KMT2B,1036.8
SCARA3,1300.75
PI3,117.3333333
RABEP1,963.125
NOXRED1,97
TTLL5,1797.666667
RNF185,213.3333333
SLC41A1,425.8
IFI35,108
TDRD10,1809.9
SPRR2B,1231.222222
SRR,1602
OLFM4,587
TPRG1,172
OXNAD1,114
TMEM126B,4366
ACSS2,1849.666667
TLE6,1343.25
GALNTL5,1158.714286
FRAS1,941.0384615
MSX1,439.4
ZNF397,2671.5
PDE4B,1397
HAPLN2,66
BCL2A1,748
KLF4,691.1666667
FXYD1,4759
EED,1723.666667
C6orf62,716.4
NFKB1,1062.833333
PPP2R2C,1756
CHRNB1,973.6666667
PLAA,1540
GRIA1,693.5384615
CTSA,2149.25
ACOT1,2058.25
LANCL1,222.5
BRI3BP,356
ACTA1,1826
SERTAD1,2476
TDRKH,1052.777778
POLR3GL,146.125
PRPF3,1685.571429
ITGA5,2740.4
MSRB3,1391.5
MYT1,1102.111111
UACA,1247
PRKAG2,792.75
CCDC34,2389.5
IDH2,4759
APOA4,1223
THUMPD1,170
SLCO5A1,710.6
SCN1B,863.5
DDX59,1435.75
GMFB,992.25
TARM1,107
CHRND,968
FKBP9,266
EIF3B,1674.6
STK4,1519
CLNS1A,1256.666667
TUBG1,45
HSPA14,1587.5
KIF4A,903.0416667
NDUFA11,356
TKTL1,2029.166667
ITSN2,755.9333333
KHDRBS1,124
XRN2,524
C2CD5,1002.222222
ADAM22,762.5
RAB11FIP1,652
C1QTNF6,2876
TRAPPC6B,268
CYP4F11,1166.2
ACTL6B,572.8571429
LOXL3,835.375
OTUD3,2720
SNX17,1276.625
GRM5,900.375
EARS2,474
AIFM3,2547.8
MAPK3,37.5
AAR2,80.5
ASGR2,631
ATG4A,295.7142857
NUDT13,784
TGOLN2,890.5
CEP70,921.8181818
ASIC2,138
GRIN1,1288.25
LTC4S,4097
RDH8,965.25
SLC2A5,1746.5
CDH4,302.1111111
QSER1,594.1818182
SPTBN1,821.6666667
COG6,1292.2
CST3,2691
KRT9,1742.285714
ABCA10,1293.8
GABARAPL2,1720
NUDC,583.5
ALDH9A1,111.25
CDHR4,176.4
RALBP1,95.33333333
RHEBL1,2417.5
ASAP2,1187.583333
BRAT1,46
FZD2,683
IKZF2,403
DCAF12L1,420.0909091
ATP6V0A4,1871.25
C3,1137.384615
TCP11L2,429.8333333
EFCAB2,3150.5
TONSL,689.6
HPCAL4,418.3333333
ANKRD34C,1054
PEPD,671.5
NLRC5,1507.2
ITGB1BP2,652.6666667
PDHX,1383.5
SIRT1,230.4
NDUFV3,1242.5
GOLGA4,1156.8
GATA6,52
MON1B,1417.8
VPS35,474.5
UNC5B,497.6666667
SPAG7,3239.5
CLEC2D,2617.75
HMGA2,1506.428571
FCGR2B,1333.6
MOSPD1,858
SOCS6,1385.75
PSMB8,200.5
SAT1,1041
TFF3,82
ARCN1,146.6666667
PKD1,766.9411765
HECTD4,813.25
VPS28,55
NKG7,202
TBC1D28,985
ANKRD35,646.2
EGR1,673
FEM1C,1720
ANO6,933.2307692
CLCNKB,1165.857143
HDAC6,986.1538462
CBR3,3124
WDR75,1531
SPRR3,170
PLIN3,711.5
ELP6,32
BTBD17,219.5
GFPT2,962.9230769
SFXN1,212
LHFPL2,2689
PTRH1,2421
LEKR1,1493.5
EDEM3,1318.4
RPL10L,44.5
AGAP5,562.5
TMEM215,1436.5
TAF6,1163.333333
INTU,1191.454545
PSMA8,741.8333333
GRN,472.75
HEYL,1381.8
HCLS1,723.4
ACTR3,4497
FSCN2,150.3333333
PEX5,1880.5
R3HDML,166.75
ABHD16A,1590.25
NASP,639
YEATS4,5297
NFATC2,827.4166667
LCE1B,1688
SOX21,873
KCNMB4,116
SLC30A1,136.75
IHH,1252.5
OSBPL6,1753.333333
PCDHB12,255.5
N4BP1,819.4
EPDR1,167
HOXC10,3177
FGL1,2700.5
HOXB2,1924.8
PIP4K2A,3373
LRAT,315
CRTC1,1104
SLC25A34,709.5
PDE7B,2668
CRB1,553.35
SLC35A1,800.25
ADRA1B,849.5
GOLGA2,623.2857143
NLRX1,1761.625
NOTCH3,719.0909091
RAB39B,166.3333333
AGPAT3,960
EEF2K,1794.5
OR2G3,900.5
IFNGR1,5028
CYP2W1,933.5
ZYX,135.3333333
WWP2,971.5714286
FANCD2,915.375
TSKS,88.33333333
STK35,758
JMY,2133.333333
CNKSR3,1456.5
KNSTRN,1936
ZNF296,914
HOXA4,1836.666667
BAD,4759
PTMA,239.6666667
IKBIP,2673.5
GPR75,513.1428571
CAMK2B,1917.428571
GJB3,768.8571429
TBX19,1478
CD4,662
RFX2,4759
AR,637.4
RHBDD3,3435
